Ubicación,Código de moneda,CPV prom.,CPM prom.,Impr.,Interacciones,Porcentaje de interacción,Costo prom.,Costo,Todas las conv.,Clics,CTR,Porcentaje de conv.,Conversiones,Costo/conv.
Salta,ARS,0,"978,43",38863,2040,"5,25%","18,64","38024,89","15,01",1188,"3,06%","0,44%","9,01","4219,77"
Posadas,ARS,0,"223,05",170342,7698,"4,52%","4,94","37994,45","1332,88",4526,"2,66%","2,99%","230,06","165,15"
"Ciudad de Córdoba, Provincia de Córdoba",ARS,0,"45,61",831177,1065,"0,13%","35,6","37913,66","62,2",1065,"0,13%","0,49%","5,2","7295,24"
"Rosario, Provincia de Santa Fe",ARS,0,"62,94",600000,2599,"0,43%","14,53","37763,71","286,62",2599,"0,43%","7,87%","204,62","184,55"
"San Miguel de Tucumán, Provincia de Tucumán",ARS,0,"23,11",1631032,3477,"0,21%","10,84","37691,79","373,77",3477,"0,21%","9,54%","331,77","113,61"
"San Juan, Provincia de San Juan",ARS,0,"37,54",998570,1847,"0,18%","20,3","37486,98","224,83",1847,"0,18%","6,43%","118,83","315,47"
"Ciudad de Córdoba, Provincia de Córdoba",ARS,0,"43,2",867333,1466,"0,17%","25,56","37466,66","206,68",1466,"0,17%","9,32%","136,68","274,11"
"5.0|km|Rosario, Santa Fe",ARS,0,"69,98",532615,4860,"0,91%","7,67","37273,86","267,84",4860,"0,91%","4,98%","241,84","154,13"
Posadas,ARS,0,"81,53",456462,335,"0,07%","111,1","37216,84",3,335,"0,07%",0%,0,0
"20.0|millas|Chimbas, San Juan",ARS,0,"49,38",753055,2210,"0,29%","16,83","37186,84","137,3",2210,"0,29%","2,19%","48,3","769,85"
Salta,ARS,0,"249,31",149052,6315,"4,24%","5,88","37160,86","777,3",4460,"2,99%","0,42%","26,28","1414,08"
"5.0|millas|La Banda, Santiago del Estero",ARS,0,"61,5",604026,1134,"0,19%","32,76","37149,46","152,11",1134,"0,19%","0,72%","8,22","4520,31"
Salta,ARS,0,"65,32",565041,572,"0,1%","64,52","36905,92",16,572,"0,1%",0%,0,0
Posadas,ARS,0,"324,61",113463,6361,"5,61%","5,79","36831,37","1602,21",4781,"4,21%","1,27%","80,49","457,61"
"Rosario, Provincia de Santa Fe",ARS,0,"302,64",121642,4030,"3,31%","9,13","36813,58",77,2734,"2,25%","0,94%",38,"968,78"
"3.0|km|Alderetes, Tucumán",ARS,"2,14","1048,63",35101,1580,"4,5%","23,3","36807,86","98,06",1567,"4,46%","3,3%","52,06",707
"Mendoza, Provincia de Mendoza",ARS,0,"108,46",338750,554,"0,16%","66,32","36739,31",0,554,"0,16%",0%,0,0
"San Juan, Provincia de San Juan",ARS,0,"46,7",786565,1560,"0,2%","23,55","36731,41","200,14",1560,"0,2%","7,52%","117,35",313
"San Juan, Provincia de San Juan",ARS,0,"406,64",90307,4353,"4,82%","8,44","36722,71","472,72",2001,"2,22%","4,21%","183,34","200,3"
"Rafaela, Provincia de Santa Fe",ARS,0,"359,23",102189,1451,"1,42%","25,3","36709,49","84,18",1451,"1,42%","1,8%","26,18","1402,18"
"Mendoza, Provincia de Mendoza",ARS,0,"79,95",459030,479,"0,1%","76,62","36700,71",38,479,"0,1%",0%,0,0
"Ciudad de Córdoba, Provincia de Córdoba",ARS,0,"399,95",91670,6230,"6,8%","5,88","36663,34",235,1615,"1,76%","3,27%",204,"179,72"
Salta,ARS,0,"61,1",597597,536,"0,09%","68,12","36511,67",49,536,"0,09%","0,75%",4,"9127,92"
"7.0|km|Hipermercado Super Resistencia, Resistencia, Chaco",ARS,0,"79,81",457229,375,"0,08%","97,31","36493,12",0,375,"0,08%",0%,0,0
"Rosario, Provincia de Santa Fe",ARS,0,"88,55",412129,7882,"1,91%","4,63","36492,5","156,34",7882,"1,91%","1,54%","121,34","300,75"
"6.0|km|Hiper Super, EIC, Avenida Tomás Guido, Posadas, Misiones",ARS,0,"80,42",453720,374,"0,08%","97,57","36490,24",0,374,"0,08%",0%,0,0
"5.0|km|Paseo Super Lugones, Córdoba",ARS,0,"81,14",449742,293,"0,07%","124,54","36489,95",2,293,"0,07%",0%,0,0
"2.0|km|Avenida Raúl Alfonsín 3525, Corrientes",ARS,0,"79,84",457029,391,"0,09%","93,32","36488,01",1,391,"0,09%",0%,0,0
"7.0|km|Hipermercados Super cerca de Mendoza, Capital, Mendoza",ARS,0,"80,42",453729,305,"0,07%","119,63","36487,61",3,305,"0,07%",0%,0,0
"5.0|km|Hipermercado Super, Agrim Enrique Bodereau, Córdoba",ARS,0,"82,28",443437,284,"0,06%","128,48","36487,25",0,284,"0,06%",0%,0,0
"3.0|km|Super, Boulevard Oroño, Rosario, Santa Fe",ARS,0,"83,21",438410,275,"0,06%","132,65","36480,09",0,275,"0,06%",0%,0,0
"4.0|km|Paseo Super, Scalabrini Ortiz Norte, San Juan",ARS,0,"81,93",444472,394,"0,09%","92,43","36416,87",0,394,"0,09%",0%,0,0
"7.0|km|hipermercado cerca de Salta, Salta",ARS,0,"82,94",439020,348,"0,08%","104,63","36412,16",0,348,"0,08%",0%,0,0
"Ciudad de Córdoba, Provincia de Córdoba",ARS,0,"316,17",114973,5589,"4,86%","6,5","36350,72",377,2057,"1,79%","5,69%",318,"114,31"
"Resistencia, Provincia del Chaco",ARS,0,"51,89",697796,2390,"0,34%","15,15","36205,86","566,86",2390,"0,34%","18,74%","447,86","80,84"
"Resistencia, Provincia del Chaco",ARS,0,"68,83",525986,2086,"0,4%","17,36","36203,42","413,78",2086,"0,4%","14,8%","308,78","117,25"
"5.0|km|San Miguel de Tucumán, Tucumán",ARS,0,"54,18",667468,4689,"0,7%","7,71","36166,49","344,47",4689,"0,7%","5,96%","279,47","129,41"
"Rosario, Provincia de Santa Fe",ARS,0,"70,87",509900,2155,"0,42%","16,77","36135,61","710,76",2155,"0,42%","1,4%","30,17","1197,73"
"Mendoza, Provincia de Mendoza",ARS,0,"94,12",383770,6587,"1,72%","5,48","36121,2","135,34",6587,"1,72%","1,42%","93,34","387,01"
"San Justo, Provincia de Buenos Aires, Argentina",ARS,0,"50,62",713489,2158,"0,3%","16,74","36115,73","123,16",2158,"0,3%","1,72%","37,16","971,84"
Posadas,ARS,0,"43,31",833595,1750,"0,21%","20,63","36099,84","515,32",1750,"0,21%","19,9%","348,32","103,64"
"Ciudad de Córdoba, Provincia de Córdoba",ARS,0,"701,28",51406,3023,"5,88%","11,93","36049,82","38,58",1044,"2,03%","0,15%","4,58","7873,32"
"Mendoza, Provincia de Mendoza",ARS,0,"360,46",99880,4978,"4,98%","7,23","36002,73",373,2146,"2,15%","0,98%",49,"734,75"
"4.5|km|Calle Conscripto Elias Zurbriggen, Rafaela, Santa Fe",ARS,0,"80,97",444541,315,"0,07%","114,27","35993,81",1,315,"0,07%",0%,0,0
Salta,ARS,0,74,485831,646,"0,13%","55,65","35952,99",22,646,"0,13%","0,15%",1,"35952,99"
"Rosario, Provincia de Santa Fe",ARS,0,"155,23",231293,3556,"1,54%","10,1","35904,3",43,3072,"1,33%","0,84%",30,"1196,81"
"Resistencia, Provincia del Chaco",ARS,0,"366,08",97957,4123,"4,21%","8,7","35859,74","146,86",2272,"2,32%","0,21%","8,67","4138,03"
"San Miguel de Tucumán, Provincia de Tucumán",ARS,0,"44,81",800058,1049,"0,13%","34,18","35851,79",10,1049,"0,13%",0%,0,0
"Mendoza, Provincia de Mendoza",ARS,0,"51,65",692497,1728,"0,25%","20,7","35769,69","194,11",1728,"0,25%","7,24%","125,11","285,92"
"Ciudad de Córdoba, Provincia de Córdoba",ARS,0,"46,59",766566,1141,"0,15%","31,3","35717,31","122,85",1141,"0,15%","2,35%","26,85","1330,46"
15.0|km|Córdoba,ARS,0,"46,15",769763,1667,"0,22%","21,31","35525,25","243,47",1667,"0,22%","9,27%","154,47","229,98"
"Ciudad de Córdoba, Provincia de Córdoba",ARS,0,"47,32",749610,903,"0,12%","39,28","35472,08",51,903,"0,12%",0%,0,0
"4.0|km|Villa Krause, San Juan",ARS,0,"732,2",48442,2613,"5,39%","13,57","35469,32",10,2448,"5,05%","0,04%",1,"35469,32"
"Rosario, Provincia de Santa Fe",ARS,0,"1066,96",33058,1924,"5,82%","18,33","35271,56","7,5",477,"1,44%","0,03%","0,5","70543,13"
"Resistencia, Provincia del Chaco",ARS,0,"109,57",321513,5889,"1,83%","5,98","35228,58","707,03",5889,"1,83%","2,49%","146,81","239,96"
"San Miguel de Tucumán, Provincia de Tucumán",ARS,0,"41,77",842701,1153,"0,14%","30,53","35197,86","53,08",1153,"0,14%","0,27%","3,08","11420,33"
"San Miguel de Tucumán, Provincia de Tucumán",ARS,0,"395,01",89081,5848,"6,56%","6,02","35187,73","101,88",4840,"5,43%","0,2%","11,8","2983,02"
"3.0|km|Super, General Paz, Córdoba",ARS,0,"98,79",356142,268,"0,08%","131,28","35184,18",0,268,"0,08%",0%,0,0
"Resistencia, Provincia del Chaco",ARS,0,"286,73",121995,5192,"4,26%","6,74","34979,17",652,3437,"2,82%","1,83%",95,"368,2"
"San Miguel de Tucumán, Provincia de Tucumán",ARS,0,"300,39",116213,716,"0,62%","48,76","34908,69","19,5",716,"0,62%","0,21%","1,5","23272,46"
"San Miguel de Tucumán, Provincia de Tucumán",ARS,0,"792,26",43806,2017,"4,6%","17,21","34705,63","25,1",1485,"3,39%","0,65%","13,1","2649,46"
"Resistencia, Provincia del Chaco",ARS,0,"39,33",881890,2677,"0,3%","12,96","34688,94","317,4",2677,"0,3%","9,62%","257,4","134,77"
Posadas,ARS,0,"49,97",690520,661,"0,1%","52,21","34508,5",51,661,"0,1%",0%,0,0
"San Miguel de Tucumán, Provincia de Tucumán",ARS,0,"306,15",112608,5277,"4,69%","6,53","34475,11",146,2487,"2,21%","1,93%",102,"337,99"
"Rosario, Provincia de Santa Fe",ARS,0,"67,95",506631,4101,"0,81%","8,39","34423,57","260,89",4101,"0,81%","5,65%","231,89","148,45"
"3.0|km|Mendoza, Capital, Mendoza",ARS,0,"91,94",371523,2524,"0,68%","13,53","34159,1","699,86",2524,"0,68%","26,62%","671,86","50,84"
"2.0|km|Vaqueros, Salta",ARS,0,"2715,74",12578,2200,"17,49%","15,53","34158,57","1218,87",2200,"17,49%","5,99%","131,67","259,42"
Posadas,ARS,0,"3421,75",9981,1046,"10,48%","32,65","34152,53","342,65",1046,"10,48%","3,24%","33,93","1006,58"
"5.0|millas|Fontana, Chaco",ARS,0,"68,88",495222,705,"0,14%","48,39","34112,28",31,705,"0,14%","0,14%",1,"34112,28"
"Rosario, Provincia de Santa Fe",ARS,0,"112,14",303731,8122,"2,67%","4,19","34061,51","319,03",7255,"2,39%","3,36%",273,"124,77"
"San Miguel de Tucumán, Provincia de Tucumán",ARS,0,"1071,47",31750,2374,"7,48%","14,33","34019,12","40,39",776,"2,44%",0%,0,0
Ciudad de Corrientes,ARS,0,"38,51",881854,1889,"0,21%","17,98","33960,97","44,03",1889,"0,21%","1,59%","30,03","1131,03"
7.0|km|Córdoba,ARS,0,"45,32",749200,1142,"0,15%","29,73","33953,67",132,1142,"0,15%",0%,0,0
"3.0|km|Maipú, Mendoza",ARS,0,"568,64",59687,1218,"2,04%","27,87","33940,35","238,81",1218,"2,04%","2,5%","30,47","1113,83"
"Ciudad de Córdoba, Provincia de Córdoba",ARS,0,"340,75",99514,5945,"5,97%","5,7","33908,98",942,2475,"2,49%","10,08%",599,"56,61"
"3.0|km|Guaymallén, Mendoza",ARS,0,"578,99",58510,2838,"4,85%","11,94","33876,67","179,99",2310,"3,95%","4,14%","117,58","288,13"
Salta,ARS,0,"56,26",601711,1052,"0,17%","32,18","33851,17","116,23",1052,"0,17%","5,25%","55,23","612,87"
Posadas,ARS,0,"97,04",348070,1781,"0,51%","18,97","33778,21","1028,17",1781,"0,51%","2,2%","39,16","862,65"
Salta,ARS,0,"942,78",35773,1382,"3,86%","24,4","33725,9","13,83",1059,"2,96%","0,35%","4,83","6980,47"
"Rosario, Provincia de Santa Fe",ARS,0,"471,26",71481,5039,"7,05%","6,69","33686,43","162,68",2951,"4,13%","0,24%","11,97","2814,11"
"San Miguel de Tucumán, Provincia de Tucumán",ARS,0,"61,52",546207,634,"0,12%",53,"33604,79",13,634,"0,12%",0%,0,0
"Mendoza, Provincia de Mendoza",ARS,0,"87,41",384300,905,"0,24%","37,12","33593,35","47,14",905,"0,24%","2,23%","20,14","1667,73"
"Mendoza, Provincia de Mendoza",ARS,0,"64,95",515210,564,"0,11%","59,34","33465,11",77,564,"0,11%",0%,0,0
"Rosario, Provincia de Santa Fe",ARS,0,"33,63",994096,2429,"0,24%","13,76","33426,66","131,95",2429,"0,24%","3,7%","89,95","371,62"
Posadas,ARS,0,"89,48",373347,551,"0,15%","60,63","33406,45",60,551,"0,15%",0%,0,0
Salta,ARS,0,"83,95",397606,685,"0,17%","48,73","33380,62","52,2",685,"0,17%","4,26%","29,2","1143,1"
"Mendoza, Provincia de Mendoza",ARS,0,"55,41",602210,2339,"0,39%","14,27","33370,36","201,46",2339,"0,39%","3,57%","83,54","399,43"
"Ciudad de Córdoba, Provincia de Córdoba",ARS,0,"330,16",100987,2185,"2,16%","15,26",33342,"173,36",1550,"1,53%","5,13%",112,"297,7"
"San Juan, Provincia de San Juan",ARS,0,"541,27",61580,3531,"5,73%","9,44","33331,52","51,1",2830,"4,6%","0,26%","9,18","3630,91"
Ciudad de Corrientes,ARS,0,"270,18",123248,3413,"2,77%","9,76","33298,72","8,23",2282,"1,85%","0,03%",1,"33298,72"
Salta,ARS,0,"1043,69",31716,1756,"5,54%","18,85","33101,78",14,1137,"3,58%","0,34%",6,"5516,96"
"San Miguel de Tucumán, Provincia de Tucumán",ARS,0,"342,23",96693,3295,"3,41%","10,04","33091,36",203,2268,"2,35%","1,7%",56,"590,92"
"San Miguel de Tucumán, Provincia de Tucumán",ARS,0,"37,85",873907,2067,"0,24%",16,"33073,29","367,62",2067,"0,24%","6,75%","139,56","236,98"
Posadas,ARS,0,"1091,73",30241,1911,"6,32%","17,28","33014,86","17,08",1254,"4,15%","0,37%","7,08","4662,18"
"Ciudad de Córdoba, Provincia de Córdoba",ARS,0,"169,07",195110,1048,"0,54%","31,48","32986,65","976,62",1048,"0,54%","76,39%","800,62","41,2"
"Rafaela, Provincia de Santa Fe",ARS,0,"702,08",46885,1118,"2,38%","29,44","32916,99","62,03",1115,"2,38%","3,49%","39,03","843,41"
"Ciudad de Córdoba, Provincia de Córdoba",ARS,0,"1604,33",20451,9212,"45,04%","3,56","32810,23","4356,31",9212,"45,04%","39,35%","3625,31","9,05"
"Ciudad de Córdoba, Provincia de Córdoba",ARS,0,"129,5",252497,923,"0,37%","35,43","32697,83","632,67",923,"0,37%","25,21%","232,67","140,53"
Posadas,ARS,0,"177,42",184137,2197,"1,19%","14,87","32668,78","295,88",2197,"1,19%","9,28%","203,88","160,24"
"San Miguel de Tucumán, Provincia de Tucumán",ARS,0,"1045,14",31212,1957,"6,27%","16,67","32620,83","10,13",1086,"3,48%","0,36%","7,13","4576,74"
"2.0|km|Villa Krause, San Juan",ARS,0,"753,4",43293,989,"2,28%","32,98","32616,88","171,4",989,"2,28%","1,46%","14,4","2264,62"
"Rosario, Provincia de Santa Fe",ARS,0,"63,28",514006,714,"0,14%","45,55","32523,78","13,7",714,"0,14%","0,8%","5,7","5702,46"
"Ciudad de Córdoba, Provincia de Córdoba",ARS,0,"143,95",225775,377,"0,17%","86,21","32499,92",0,377,"0,17%",0%,0,0
"Ciudad de Córdoba, Provincia de Córdoba",ARS,0,"271,66",119338,7943,"6,66%","4,08","32419,43",324,7106,"5,95%","3,6%",286,"113,35"
"Rosario, Provincia de Santa Fe",ARS,0,"165,22",195991,2146,"1,09%","15,09","32381,94","172,35",2146,"1,09%","5,42%","116,35","278,31"
10.0|km|Córdoba,ARS,0,"54,06",598135,2815,"0,47%","11,49","32335,92","486,19",2815,"0,47%","12,58%","354,19","91,3"
Posadas,ARS,0,"54,6",592089,1707,"0,29%","18,94","32330,61","550,88",1707,"0,29%","23,84%","406,88","79,46"
"Mendoza, Provincia de Mendoza",ARS,0,"92,11",350813,3234,"0,92%","9,99","32314,06","258,58",3232,"0,92%","6,54%","211,58","152,73"
"6.0|km|Hiper Super, EIC, Avenida Tomás Guido, Posadas, Misiones",ARS,0,"562,04",57491,97,"0,17%","333,11","32312,08",4,97,"0,17%",0%,0,0
"7.0|km|Hipermercados Super cerca de Mendoza, Capital, Mendoza",ARS,0,"307,1",105199,636,"0,6%","50,8","32306,63",11,636,"0,6%",0%,0,0
"Mendoza, Provincia de Mendoza",ARS,0,"87,75",368033,2381,"0,65%","13,56","32294,93","120,86",2381,"0,65%","4,11%","97,86",330
"Ciudad de Córdoba, Provincia de Córdoba",ARS,0,"79,09",408325,1154,"0,28%","27,98","32292,39","989,91",1154,"0,28%","46,09%","531,91","60,71"
Salta,ARS,0,"79,6",405473,4221,"1,04%","7,65","32274,56",166,4168,"1,03%","0,21%",9,"3586,06"
Ciudad de Corrientes,ARS,0,"696,57",46258,3838,"8,3%","8,4","32221,99","8,72",1807,"3,91%","0,03%",1,"32221,99"
"Mendoza, Provincia de Mendoza",ARS,0,"64,84",496205,466,"0,09%","69,04","32173,93",55,466,"0,09%",0%,0,0
"Rosario, Provincia de Santa Fe",ARS,0,"252,56",127293,7338,"5,76%","4,38","32149,13",270,5029,"3,95%","2,38%",175,"183,71"
"3.0|km|Guaymallén, Mendoza",ARS,0,"142,45",225463,4014,"1,78%",8,"32118,13","680,72",4014,"1,78%","4,89%","196,33","163,59"
"Rosario, Provincia de Santa Fe",ARS,0,"136,6",233804,6955,"2,97%","4,59","31937,43",311,6775,"2,9%","3,39%",236,"135,33"
Ciudad de Corrientes,ARS,0,"84,19",378206,589,"0,16%","54,06","31842,38",21,589,"0,16%",0%,0,0
Posadas,ARS,0,"71,56",444628,1589,"0,36%","20,02","31819,22","1561,09",1589,"0,36%","4,84%","76,91","413,72"
"20.0|millas|Godoy Cruz, Mendoza",ARS,0,"53,81",589235,2760,"0,47%","11,49","31707,82","98,56",2760,"0,47%","0,85%","23,56","1345,98"
"Rosario, Provincia de Santa Fe",ARS,0,"174,44",181670,6286,"3,46%","5,04","31689,96",250,5364,"2,95%","3,63%",228,"138,99"
"4.0|km|Chimbas, San Juan",ARS,0,850,37255,2225,"5,97%","14,23","31666,78","17,76",2167,"5,82%","0,35%","7,73","4095,66"
Ciudad de Corrientes,ARS,0,"25,79",1227739,2397,"0,2%","13,21","31659,73","188,92",2397,"0,2%","4,59%","109,92","288,02"
Ciudad de Santiago del Estero,ARS,"2,64","834,63",37872,9905,"26,15%","3,19","31609,17","86,42",325,"0,86%","0,3%","30,13","1048,93"
Ciudad de Corrientes,ARS,0,"334,56",94330,3796,"4,02%","8,31","31559,12","95,07",1628,"1,73%","0,09%","3,61","8751,71"
"4.0|km|Fontana, Chaco",ARS,0,"574,52",54927,1361,"2,48%","23,19","31556,88","133,43",1361,"2,48%","1,86%","25,34","1245,47"
"Rosario, Provincia de Santa Fe",ARS,0,"996,59",31632,3532,"11,17%","8,93","31524,17","23,62",677,"2,14%",0%,0,0
Ciudad de Corrientes,ARS,0,"36,4",864564,1449,"0,17%","21,72","31470,46","33,58",1449,"0,17%","0,18%","2,58","12187,76"
"Mendoza, Provincia de Mendoza",ARS,0,"214,53",146341,5833,"3,99%","5,38","31393,86","285,71",2756,"1,88%","0,85%","49,47","634,66"
"Ciudad de Córdoba, Provincia de Córdoba",ARS,0,"117,76",266373,3499,"1,31%","8,96","31366,79","287,4",3499,"1,31%","7,73%","270,4",116
"Ciudad de Santa Fe, Provincia de Santa Fe",ARS,0,"40,51",772915,1376,"0,18%","22,76","31312,98",11,1376,"0,18%","0,29%",4,"7828,25"
"San Miguel de Tucumán, Provincia de Tucumán",ARS,0,"2913,39",10745,1156,"10,76%","27,08","31304,41","12,17",339,"3,15%","0,01%","0,17","184806,69"
"Mendoza, Provincia de Mendoza",ARS,0,"160,48",194450,1943,1%,"16,06","31205,62","133,33",1943,1%,"5,11%","99,33","314,15"
"3.0|km|Resistencia, Chaco",ARS,0,"49,18",633712,2817,"0,44%","11,06","31168,8","125,23",2817,"0,44%","3,63%","102,23","304,9"
"San Miguel de Tucumán, Provincia de Tucumán",ARS,0,"971,78",31990,1343,"4,2%","23,15","31087,17","20,38",502,"1,57%","0,46%","6,24","4979,79"
5.0|km|San Juan,ARS,0,"252,54",123043,3875,"3,15%","8,02","31073,05",246,2312,"1,88%","2,74%",106,"293,14"
"3.0|km|Chimbas, San Juan",ARS,0,"42,59",729057,1981,"0,27%","15,67","31052,16","351,86",1981,"0,27%","12,41%","245,86","126,3"
Provincia de San Juan,ARS,0,"315,61",97837,4127,"4,22%","7,48","30878,28","154,04",3362,"3,44%","2,77%","114,36","270,01"
Ciudad de Santiago del Estero,ARS,0,"256,59",120331,4706,"3,91%","6,56","30875,15",1020,3411,"2,83%","3,23%",152,"203,13"
"Mendoza, Provincia de Mendoza",ARS,0,"1040,6",29643,2453,"8,28%","12,57","30846,36","13,01",1317,"4,44%","0,2%","5,01","6156,71"
"4.0|km|Super SA, Avenida General Roca, Tucumán",ARS,0,48,642348,1145,"0,18%","26,93","30830,31","101,17",1145,"0,18%","2,55%","29,17","1056,85"
Salta,ARS,0,"65,7",468938,501,"0,11%","61,5","30809,94",23,501,"0,11%","0,2%",1,"30809,94"
"Ciudad de Córdoba, Provincia de Córdoba",ARS,0,"84,65",363964,1497,"0,41%","20,58","30809,64","219,55",1497,"0,41%","10,73%","160,55","191,9"
"Resistencia, Provincia del Chaco",ARS,0,"37,3",824104,2752,"0,33%","11,17","30735,12","340,09",2752,"0,33%","0,88%","24,2","1269,8"
"San Juan, Provincia de San Juan",ARS,0,"83,43",368169,323,"0,09%","95,09","30714,61",1,323,"0,09%",0%,0,0
"3.0|km|Chimbas, San Juan",ARS,0,"560,64",54762,1287,"2,35%","23,86","30702,01","310,46",1287,"2,35%","1,88%","24,25","1265,93"
"Mendoza, Provincia de Mendoza",ARS,0,"36,16",848824,3208,"0,38%","9,57","30692,09","554,61",3208,"0,38%","13,89%","445,61","68,88"
"San Miguel de Tucumán, Provincia de Tucumán",ARS,0,"51,97",589926,1975,"0,33%","15,52","30656,69","348,68",1975,"0,33%","14,31%","282,68","108,45"
Ciudad de Corrientes,ARS,0,"80,98",378529,1034,"0,27%","29,64","30652,86",51,1034,"0,27%",0%,0,0
"2.0|km|Manantial, Tucumán",ARS,0,"1101,26",27764,731,"2,63%","41,83","30575,48","102,82",731,"2,63%","1,9%","13,87","2205,17"
Salta,ARS,0,"157,75",192428,6115,"3,18%","4,96","30356,23",276,5040,"2,62%","3,47%",212,"143,19"
"San Juan, Provincia de San Juan",ARS,0,"473,73",64037,3149,"4,92%","9,63","30336,27","178,07",1769,"2,76%","0,18%","5,64","5377,5"
"4.0|km|Guaymallén, Mendoza",ARS,0,"794,01",38182,2139,"5,6%","14,17","30316,96","17,5",1725,"4,52%","0,08%","1,77","17095,72"
"Rosario, Provincia de Santa Fe",ARS,0,"54,08",560279,606,"0,11%",50,"30298,64",17,606,"0,11%",0%,0,0
"Rosario, Provincia de Santa Fe",ARS,0,"70,01",432687,2374,"0,55%","12,76","30291,34","45,68",2374,"0,55%","1,5%","35,68","848,92"
"San Miguel de Tucumán, Provincia de Tucumán",ARS,0,"105,55",286794,497,"0,17%","60,91","30270,39",3,497,"0,17%",0%,0,0
"Ciudad de Córdoba, Provincia de Córdoba",ARS,0,"93,05",325271,6722,"2,07%","4,5","30268,03",298,6508,2%,"2,74%",184,"164,5"
Salta,ARS,0,"48,11",628360,692,"0,11%","43,68","30228,98",35,692,"0,11%",0%,0,0
"4.0|km|Hipermercado Super, Avenida General Roca, San Miguel de Tucumán, Tucumán",ARS,0,"523,21",57614,99,"0,17%","304,49","30144,5",42,99,"0,17%",0%,0,0
"Rosario, Provincia de Santa Fe",ARS,0,"40,84",735129,2386,"0,32%","12,58","30024,14","112,62",2386,"0,32%","3,71%","88,62","338,78"
"Mendoza, Provincia de Mendoza",ARS,0,"46,79",641603,795,"0,12%","37,76","30019,47",47,795,"0,12%","0,13%",1,"30019,47"
Posadas,ARS,0,"430,37",69735,5006,"7,18%",6,"30011,79","115,83",4374,"6,27%","0,55%","27,64","1085,75"
Posadas,ARS,0,"342,77",87251,3259,"3,74%","9,18","29907,36","30,69",2946,"3,38%","0,02%","0,69","43204,37"
"Ciudad de Córdoba, Provincia de Córdoba",ARS,0,"35,25",845138,4132,"0,49%","7,21","29787,94","739,99",4132,"0,49%","11,5%","474,99","62,71"
"Ciudad de Córdoba, Provincia de Córdoba",ARS,0,"78,62",376397,464,"0,12%","63,78","29592,73",25,464,"0,12%",0%,0,0
"Mendoza, Provincia de Mendoza",ARS,0,"4093,58",7225,679,"9,4%","43,56","29576,15","135,21",679,"9,4%","9,04%","61,36","482,04"
Ciudad de Corrientes,ARS,0,"179,74",164530,305,"0,19%","96,96","29572,56",0,305,"0,19%",0%,0,0
Salta,ARS,0,"963,42",30673,1946,"6,34%","15,19","29550,9","12,07",1321,"4,31%","0,41%","8,07","3659,62"
"Rosario, Provincia de Santa Fe",ARS,0,"79,42",371911,2086,"0,56%","14,16","29537,54","1197,37",2086,"0,56%","1,88%","39,15","754,51"
"San Miguel de Tucumán, Provincia de Tucumán",ARS,0,"264,85",111481,6445,"5,78%","4,58","29525,92","939,65",4829,"4,33%","13,48%","868,51",34
